source,destination,success,hops,reason,delay_ms,path
4190,4294,True,5,reached destination,31.72091453637126,4190 -> 510 -> 1865 -> 1877 -> 1879 -> 4294
4309,4135,True,2,reached destination,5.151102684816377,4309 -> 942 -> 4135
4161,4179,True,6,reached destination,31.75571375146837,4161 -> 2682 -> 2686 -> 3452 -> 3453 -> 3451 -> 4179
4184,4081,True,7,reached destination,31.352284373260712,4184 -> 2821 -> 2786 -> 2801 -> 3384 -> 3374 -> 3381 -> 4081
4263,4238,True,6,reached destination,24.836655915660213,4263 -> 1477 -> 670 -> 468 -> 4226 -> 199 -> 4238
4301,4307,True,2,reached destination,5.996120861469356,4301 -> 1202 -> 4307
4104,4310,True,6,reached destination,33.58970749573258,4104 -> 1946 -> 4280 -> 1801 -> 4208 -> 2667 -> 4310
4223,4179,True,2,reached destination,9.068722687100664,4223 -> 490 -> 4179
4278,4206,True,2,reached destination,5.19737994617727,4278 -> 1151 -> 4206
4327,4305,True,2,reached destination,3.673155199669746,4327 -> 1251 -> 4305
4310,4309,True,8,reached destination,37.47003969459939,4310 -> 1607 -> 1860 -> 1857 -> 1600 -> 1856 -> 4245 -> 1650 -> 4309
4110,4308,True,4,reached destination,15.424100172323312,4110 -> 3959 -> 3868 -> 3974 -> 4308
4175,4132,True,2,reached destination,7.923810436333082,4175 -> 2429 -> 4132
4240,4182,True,7,reached destination,38.252751703439614,4240 -> 2847 -> 3366 -> 3804 -> 3370 -> 4122 -> 734 -> 4182
4084,4169,True,4,reached destination,14.848177835467133,4084 -> 2982 -> 3891 -> 2922 -> 4169
4243,4278,True,2,reached destination,4.0330474184676754,4243 -> 2220 -> 4278
4240,4258,True,2,reached destination,4.036637752648561,4240 -> 1423 -> 4258
4294,4327,True,3,reached destination,24.875925909823366,4294 -> 1879 -> 1716 -> 4327
4267,4105,True,9,reached destination,58.096342865115744,4267 -> 3891 -> 2982 -> 3881 -> 3880 -> 3877 -> 3876 -> 3879 -> 3882 -> 4105
4092,4207,True,2,reached destination,12.433827759541032,4092 -> 918 -> 4207
4325,4082,True,2,reached destination,7.6260908488372685,4325 -> 1143 -> 4082
4250,4148,True,10,reached destination,48.14182097580768,4250 -> 3316 -> 3417 -> 3317 -> 3314 -> 3315 -> 2822 -> 2821 -> 4184 -> 3655 -> 4148
4107,4187,True,2,reached destination,7.028823823247494,4107 -> 3891 -> 4187
4252,4329,True,6,reached destination,45.97202162699802,4252 -> 1216 -> 4175 -> 3854 -> 3773 -> 3771 -> 4329
4223,4187,True,2,reached destination,10.838941377394997,4223 -> 2922 -> 4187
4162,4209,True,2,reached destination,3.7032449648156867,4162 -> 1865 -> 4209
4165,4108,True,9,reached destination,32.656887908939325,4165 -> 1477 -> 670 -> 468 -> 478 -> 674 -> 473 -> 4297 -> 1686 -> 4108
4240,4152,True,2,reached destination,4.253632777103498,4240 -> 899 -> 4152
4158,4262,True,3,reached destination,15.871636882664466,4158 -> 2644 -> 490 -> 4262
4291,4164,True,2,reached destination,12.795266683243561,4291 -> 1761 -> 4164
4120,4322,True,2,reached destination,10.385636552206341,4120 -> 1143 -> 4322
4266,4102,True,2,reached destination,5.506057745023323,4266 -> 1109 -> 4102
4256,4239,False,0,no graph path,inf,4256
4285,4145,True,10,reached destination,55.17526102433131,4285 -> 1899 -> 1893 -> 1905 -> 1187 -> 1195 -> 56 -> 1189 -> 4243 -> 1143 -> 4145
4218,4148,True,5,reached destination,21.599992908694148,4218 -> 3453 -> 3452 -> 2686 -> 2682 -> 4148
4239,4279,True,8,reached destination,34.1549558674036,4239 -> 3840 -> 3331 -> 4226 -> 3350 -> 3801 -> 4111 -> 271 -> 4279
4141,4246,True,2,reached destination,7.985875134200833,4141 -> 1770 -> 4246
4284,4200,True,2,reached destination,11.11412438875199,4284 -> 918 -> 4200
4175,4268,True,2,reached destination,5.699080706319441,4175 -> 2406 -> 4268
4304,4321,True,10,reached destination,59.50606638658491,4304 -> 326 -> 2420 -> 2425 -> 2433 -> 921 -> 2428 -> 2437 -> 4307 -> 1154 -> 4321
4194,4308,True,6,reached destination,32.5110014420667,4194 -> 2331 -> 1289 -> 4288 -> 3069 -> 3067 -> 4308
4165,4129,True,11,reached destination,53.89744343600993,4165 -> 875 -> 803 -> 4257 -> 3285 -> 3286 -> 3298 -> 3614 -> 3611 -> 4172 -> 1221 -> 4129
4197,4109,True,2,reached destination,9.015136485362047,4197 -> 1770 -> 4109
4284,4282,True,2,reached destination,9.204773146086326,4284 -> 1903 -> 4282
4208,4295,True,4,reached destination,19.126378805848297,4208 -> 1801 -> 4280 -> 1877 -> 4295
4125,4100,True,2,reached destination,11.4666609247797,4125 -> 2386 -> 4100
4084,4116,True,4,reached destination,14.29147839792116,4084 -> 2982 -> 3891 -> 2922 -> 4116
4171,4276,True,2,reached destination,4.198505314662231,4171 -> 1676 -> 4276
4201,4166,True,2,reached destination,7.8113712466944,4201 -> 1109 -> 4166
4294,4195,True,6,reached destination,25.793729733001427,4294 -> 3811 -> 2986 -> 3871 -> 3883 -> 2963 -> 4195
4214,4308,True,3,reached destination,13.676404229987451,4214 -> 3368 -> 3802 -> 4308
4257,4120,True,7,reached destination,33.298594024581085,4257 -> 1790 -> 4111 -> 3801 -> 3350 -> 4226 -> 934 -> 4120
4303,4085,True,3,reached destination,17.42971823757918,4303 -> 1388 -> 605 -> 4085
4125,4255,True,2,reached destination,11.324146716285544,4125 -> 2308 -> 4255
4104,4322,True,2,reached destination,6.295997662428019,4104 -> 2308 -> 4322
4254,4165,True,2,reached destination,5.145378202836053,4254 -> 1657 -> 4165
4236,4109,True,5,reached destination,17.58718738677416,4236 -> 3789 -> 3347 -> 3854 -> 3369 -> 4109
4301,4200,True,2,reached destination,12.530080200173845,4301 -> 3368 -> 4200
4325,4191,False,0,no graph path,inf,4325
4177,4083,True,5,reached destination,26.669894869612975,4177 -> 2434 -> 1768 -> 4288 -> 1289 -> 4083
4145,4209,True,2,reached destination,4.025940841783148,4145 -> 514 -> 4209
4231,4288,True,2,reached destination,9.817312021700628,4231 -> 341 -> 4288
4153,4326,True,5,reached destination,30.964149232065957,4153 -> 2121 -> 837 -> 1713 -> 1709 -> 4326
4300,4278,True,2,reached destination,12.40914898354417,4300 -> 1770 -> 4278
4240,4138,True,6,reached destination,34.11698790849477,4240 -> 2847 -> 3366 -> 3804 -> 4297 -> 1676 -> 4138
4315,4209,True,2,reached destination,3.635975717399866,4315 -> 514 -> 4209
4098,4135,True,2,reached destination,4.388411660435208,4098 -> 2080 -> 4135
4294,4187,True,5,reached destination,39.94484473820848,4294 -> 3811 -> 3808 -> 4210 -> 2992 -> 4187
4162,4251,True,2,reached destination,8.740965113578671,4162 -> 2643 -> 4251
4223,4282,True,2,reached destination,6.5183854841534385,4223 -> 2090 -> 4282
4157,4317,True,3,reached destination,14.062742624144672,4157 -> 2240 -> 2095 -> 4317
4312,4258,True,4,reached destination,26.671328435964018,4312 -> 2831 -> 2841 -> 3753 -> 4258
4303,4310,True,8,reached destination,52.18057671657809,4303 -> 326 -> 4298 -> 3283 -> 3298 -> 3286 -> 3285 -> 3290 -> 4310
4185,4114,True,4,reached destination,23.398651486896632,4185 -> 1627 -> 931 -> 930 -> 4114
4178,4250,True,7,reached destination,38.33618194414444,4178 -> 498 -> 499 -> 2625 -> 2638 -> 1625 -> 2624 -> 4250
4247,4228,True,9,reached destination,57.36083924763605,4247 -> 2085 -> 2083 -> 2096 -> 2084 -> 2076 -> 2092 -> 4278 -> 490 -> 4228
4323,4095,True,2,reached destination,8.223592217132765,4323 -> 2417 -> 4095
4216,4271,True,3,reached destination,15.253665932444505,4216 -> 1676 -> 2220 -> 4271
4254,4119,True,7,reached destination,35.84479558738824,4254 -> 3615 -> 3620 -> 3617 -> 2672 -> 3557 -> 3318 -> 4119
4218,4254,True,6,reached destination,30.704870737656673,4218 -> 2335 -> 4280 -> 1801 -> 4208 -> 1477 -> 4254
4175,4282,True,2,reached destination,11.475342680869268,4175 -> 1192 -> 4282
4198,4131,True,2,reached destination,6.115584944129301,4198 -> 2900 -> 4131
4259,4257,True,2,reached destination,5.882093073407418,4259 -> 3404 -> 4257
4254,4320,True,6,reached destination,32.272311514612696,4254 -> 670 -> 468 -> 4226 -> 3795 -> 3791 -> 4320
4275,4129,True,10,reached destination,43.94748561645332,4275 -> 56 -> 1197 -> 1204 -> 1190 -> 1636 -> 794 -> 1185 -> 1264 -> 1196 -> 4129
4307,4268,True,2,reached destination,7.8233291118586745,4307 -> 490 -> 4268
4105,4084,True,10,reached destination,47.92823457176756,4105 -> 1721 -> 1882 -> 1881 -> 1399 -> 4250 -> 2902 -> 2896 -> 2911 -> 3332 -> 4084
4324,4118,True,2,reached destination,9.754605615131947,4324 -> 1143 -> 4118
4322,4177,True,2,reached destination,5.099446020498256,4322 -> 1770 -> 4177
4300,4215,True,2,reached destination,5.419081901771543,4300 -> 1947 -> 4215
4224,4248,True,4,reached destination,15.603269954862856,4224 -> 1195 -> 56 -> 1189 -> 4248
4189,4133,True,6,reached destination,30.29347292184498,4189 -> 1187 -> 1905 -> 1893 -> 4296 -> 2464 -> 4133
4141,4272,True,2,reached destination,7.022689407009621,4141 -> 2386 -> 4272
4145,4151,True,4,reached destination,21.617213286409534,4145 -> 3938 -> 3891 -> 2982 -> 4151
4188,4287,True,13,reached destination,55.04539525458158,4188 -> 1904 -> 1916 -> 1899 -> 1893 -> 1905 -> 1187 -> 1195 -> 56 -> 1189 -> 58 -> 1892 -> 1896 -> 4287
4140,4122,True,2,reached destination,9.37972987887726,4140 -> 2429 -> 4122
4299,4175,True,10,reached destination,45.95360516222022,4299 -> 1916 -> 1899 -> 1893 -> 1905 -> 1187 -> 1195 -> 56 -> 1189 -> 58 -> 4175
4242,4199,True,2,reached destination,3.546827610915212,4242 -> 1631 -> 4199
4147,4165,True,6,reached destination,34.77782153608748,4147 -> 1216 -> 4252 -> 2908 -> 2912 -> 2897 -> 4165
4299,4216,True,9,reached destination,50.62688387636559,4299 -> 563 -> 4261 -> 2327 -> 763 -> 1270 -> 807 -> 542 -> 539 -> 4216
4146,4171,True,2,reached destination,5.700471933396347,4146 -> 472 -> 4171
4147,4183,True,6,reached destination,20.3118938912343,4147 -> 1892 -> 58 -> 1189 -> 56 -> 1195 -> 4183
4135,4318,True,11,reached destination,45.91985528745804,4135 -> 1892 -> 58 -> 1189 -> 56 -> 1195 -> 1187 -> 1905 -> 1893 -> 1899 -> 1916 -> 4318
4327,4254,True,5,reached destination,27.04944825731015,4327 -> 934 -> 4226 -> 468 -> 670 -> 4254
4169,4270,True,2,reached destination,10.577769829098454,4169 -> 1166 -> 4270
4260,4106,True,3,reached destination,13.365774824352275,4260 -> 3791 -> 3796 -> 4106
4165,4155,True,5,reached destination,31.131946990104154,4165 -> 3827 -> 3824 -> 4302 -> 809 -> 4155
4229,4308,True,7,reached destination,41.34305402412848,4229 -> 3561 -> 4088 -> 3092 -> 3090 -> 4211 -> 3067 -> 4308
